StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,Q3,Q4,Q5,Q6,Q7,Q8,mil_inter_1,mil_inter_2,mil_inter_3,mil_inter_4,ideology_1,interest,conservative,nato,uk,zelensky,attention,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,direct_mil,indirect_mil,economic,political,general_1,Q40_1,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,Q47,Q48,Q49,Q50,Q51_1,Q52_1,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,Q57,Q58,Q59,Q60,Q61_1,Q62_1
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_8eVetjZLLx1j0rk,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,35-44 years old,Hispanic,Bachelor’s degree,I prefer not to say,"$25,000 - $50,000",Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,4,Not interested,Democrats,Estonia,Don't know,United Kingdom,3,,,,,,,,,,,1.81,7.58,8.33,30,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,7,1,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_eWFvsKx842WcCaO,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,Prefer not to say,White / Caucasian,Highschool,Unable to work,"Less than $25,000",Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,8,Not at all interested,Democrats,Bulgaria,Theresa May,Colombia,4,,,,,,,,,,,,,,,,,,,,,1.11,6.93,7.04,5,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,6,1
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_eLGlp99PNFirWCO,,,,,33.8231,-84.3258,test,,I agree,Female,Prefer not to say,Asian - Indian,Master’s degree or above,Unable to work,I prefer not to say,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,3,Not interested,Republicans,Ukraine,Scott Morrison,Colombia,4,9.53,9.8,9.85,0,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,10,4,,,,,,,,,,,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_3NQBPVQeaSykfjw,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,18-24 years old,I prefer not to say,Highschool,Part-time,"More than $200,000",Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,9,No answer,Democrats,Turkey,Scott Morrison,Greece,1,5.67,9.32,8.79,6,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,4,7,,,,,,,,,,,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_a03Kmnclg69NCIK,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,Prefer not to say,African-American,Highschool,I prefer not to say,"Less than $25,000",Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,4,Not interested,Don't know,Turkey,Theresa May,Colombia,2,,,,,,,,,,,,,,,,,,,,,5.04,8.48,6.58,22,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,1,6
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_8jmo4xYOGDZgSTs,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,Prefer not to say,Other,Master’s degree or above,I prefer not to say,"More than $200,000",Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,7,Not at all interested,Don't know,Don't know,Justin Trudeau,United Kingdom,1,,,,,,,,,,,2.4,8.75,8.8,38,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,1,9,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_9RgWybzOWniJHpA,,,,,33.8231,-84.3258,test,,I don't agree,Female,45-54 years old,I prefer not to say,I prefer not to say,Part-time,"More than $200,000",Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,3,No answer,Republicans,Bulgaria,Scott Morrison,Ukraine,1,8.13,8.72,9.59,13,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,9,1,,,,,,,,,,,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_5hysg8bv80AregS,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,Less than 18 years old,White / Caucasian,Master’s degree or above,Other,"$50,000 - $100,000",Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,7,Not at all interested,Republicans,Turkey,Theresa May,Ukraine,4,,,,,,,,,,,,,,,,,,,,,2.77,7.92,6.31,50,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,9,2
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_09gg8XKwGEyg3Fs,,,,,33.8231,-84.3258,test,,I agree,Female,35-44 years old,Native-American,Master’s degree or above,Other,I prefer not to say,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,4,Somewhat interested,Democrats,Estonia,Boris Johnson,Don't know,4,,,,,,,,,,,5.39,6.71,6.4,36,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,7,0,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_41tny8EDpYv6a4m,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,55+ years old,Hispanic,Bachelor’s degree,Other,"Less than $25,000",Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,6,Not at all interested,Don't know,Don't know,Justin Trudeau,Don't know,1,1.11,4.19,5.39,21,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,6,1,,,,,,,,,,,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_4ZmHBNbKUF21CUm,,,,,33.8231,-84.3258,test,,I don't agree,Male,55+ years old,Mixed race,I prefer not to say,Contract/ Temporary,"$100,000 - $200,000",Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,6,Not interested,Don't know,Don't know,Scott Morrison,United Kingdom,4,,,,,,,,,,,7.57,9.39,9.78,18,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,9,6,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_79VSIAWL0vvAQ86,,,,,33.8231,-84.3258,test,,I agree,Male,Less than 18 years old,Mixed race,Master’s degree or above,Part-time,"$25,000 - $50,000",Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,2,Not interested,Democrats,Ukraine,Don't know,Greece,4,,,,,,,,,,,,,,,,,,,,,3.88,7.17,7.16,3,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,8,2
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_3a5NuFkgOt7r6Qe,,,,,33.8231,-84.3258,test,,I don't agree,Male,Less than 18 years old,Asian - Indian,Other,Unemployed,I prefer not to say,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,4,No answer,Democrats,Bulgaria,Boris Johnson,Colombia,2,4.57,7.99,8.8,0,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,10,6,,,,,,,,,,,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_ehw8e5hlVv1NUAS,,,,,33.8231,-84.3258,test,,I don't agree,Female,25-34 years old,Asian - Eastern,Highschool,Other,"$50,000 - $100,000",Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,5,Not interested,Democrats,Ukraine,Scott Morrison,Colombia,3,,,,,,,,,,,0.82,2.71,9.78,5,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,8,4,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,1,TRUE,11/6/22 17:28,R_d9Xh3iTchfCZtNc,,,,,33.8231,-84.3258,test,,I don't agree,Male,45-54 years old,I prefer not to say,Highschool,Part-time,I prefer not to say,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,1,Not at all interested,Don't know,Turkey,Theresa May,Colombia,3,,,,,,,,,,,,,,,,,,,,,6.05,7.38,6.21,5,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,4,7
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_41Lu2OuEg8jMMQK,,,,,33.8231,-84.3258,test,,I don't agree,Female,18-24 years old,Asian - Eastern,I prefer not to say,Other,"Less than $25,000",Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,8,Not interested,Republicans,Estonia,Theresa May,Colombia,3,,,,,,,,,,,,,,,,,,,,,6.65,8,9.58,25,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,8,2
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_2bEEUXCCA0OjoOO,,,,,33.8231,-84.3258,test,,I agree,Female,55+ years old,African-American,Other,I prefer not to say,"$50,000 - $100,000",Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,1,Not interested,Don't know,Turkey,Justin Trudeau,Don't know,1,0.58,6.04,3.45,4,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,1,0,,,,,,,,,,,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_ahOQpiN8XKATcXQ,,,,,33.8231,-84.3258,test,,I don't agree,Male,35-44 years old,Asian - Indian,Master’s degree or above,Contract/ Temporary,"More than $200,000",Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,3,Not at all interested,Don't know,Bulgaria,Theresa May,Colombia,4,,,,,,,,,,,4.05,9.61,9.35,36,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,4,10,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_1B67XLkv4cs2lBY,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,45-54 years old,African-American,Highschool,I prefer not to say,"$25,000 - $50,000",Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,9,Somewhat interested,Democrats,Don't know,Justin Trudeau,Ukraine,2,9.45,9.48,9.86,26,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,3,10,,,,,,,,,,,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_1ZDWHyheKKpjEN0,,,,,33.8231,-84.3258,test,,I don't agree,Female,55+ years old,Asian - Eastern,Master’s degree or above,Part-time,"$25,000 - $50,000",Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,10,Somewhat interested,Don't know,Bulgaria,Theresa May,United Kingdom,3,,,,,,,,,,,1.17,1.35,1.37,7,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,3,4,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_71D3AfpITUT2g3s,,,,,33.8231,-84.3258,test,,I agree,Female,35-44 years old,White / Caucasian,Highschool,Other,I prefer not to say,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,1,No answer,Republicans,Estonia,Don't know,Colombia,1,,,,,,,,,,,,,,,,,,,,,3.37,5.98,8.23,21,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,3,8
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_8vVdC7Jn7oLR7aC,,,,,33.8231,-84.3258,test,,I don't agree,Female,25-34 years old,I prefer not to say,I prefer not to say,Unemployed,I prefer not to say,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,2,Somewhat interested,Don't know,Turkey,Justin Trudeau,United Kingdom,4,,,,,,,,,,,,,,,,,,,,,5.41,6.14,8.95,8,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,6,1
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_9LjW83BMhsGowgS,,,,,33.8231,-84.3258,test,,I don't agree,Female,25-34 years old,Asian - Indian,Bachelor’s degree,I prefer not to say,"$25,000 - $50,000",Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,3,Not at all interested,Don't know,Ukraine,Theresa May,Don't know,2,,,,,,,,,,,0.94,6.1,7.29,22,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,7,10,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_bgewSh7OCH5KTum,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,25-34 years old,White / Caucasian,Highschool,Other,"$50,000 - $100,000",Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,0,Somewhat interested,Republicans,Bulgaria,Theresa May,Greece,1,8.18,9.55,9.47,13,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,4,3,,,,,,,,,,,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_aa90ExIPhcJviV8,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,Prefer not to say,Asian - Indian,I prefer not to say,Contract/ Temporary,"More than $200,000",Strongly agree,Strongly agree,Strongly agree,Strongly agree,9,Not at all interested,Don't know,Bulgaria,Justin Trudeau,Colombia,2,,,,,,,,,,,6.21,7.88,6.68,26,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,9,4,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_9umj92w4fE6TryC,,,,,33.8231,-84.3258,test,,I agree,Male,45-54 years old,Native-American,Bachelor’s degree,I prefer not to say,"Less than $25,000",Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,10,Not at all interested,Democrats,Estonia,Theresa May,United Kingdom,1,,,,,,,,,,,,,,,,,,,,,7.9,8.07,9.57,25,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,1,10
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_6xUvOUgZ7dXqKkC,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,45-54 years old,Asian - Indian,Highschool,Part-time,"More than $200,000",Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,2,Not interested,Democrats,Don't know,Justin Trudeau,Don't know,3,8.18,8.49,8.56,22,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,8,8,,,,,,,,,,,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_0kqY5LV9F1Xvef4,,,,,33.8231,-84.3258,test,,I don't agree,Male,55+ years old,I prefer not to say,Bachelor’s degree,Unable to work,"Less than $25,000",Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,4,No answer,Don't know,Turkey,Don't know,Don't know,2,3.43,6.49,8.86,3,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,7,1,,,,,,,,,,,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_5t1W3oPJxkxA3oG,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,25-34 years old,Asian - Eastern,Master’s degree or above,Part-time,"$50,000 - $100,000",Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,4,No answer,Don't know,Ukraine,Don't know,United Kingdom,4,,,,,,,,,,,8.84,8.85,9.3,28,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,3,4,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_0rMcHEagYvfuHCS,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,Less than 18 years old,Asian - Eastern,Highschool,Unable to work,"Less than $25,000",Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,8,Not interested,Republicans,Estonia,Justin Trudeau,Don't know,1,,,,,,,,,,,,,,,,,,,,,4.93,5.96,7.77,19,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,2,1
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_6J4JOhsOVEXf5zM,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,Less than 18 years old,African-American,Master’s degree or above,Full-time,"$50,000 - $100,000",Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,1,Not interested,Democrats,Don't know,Theresa May,Ukraine,2,5.52,7.24,6.69,39,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,9,2,,,,,,,,,,,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_8wTQF7dnPE8tXH8,,,,,33.8231,-84.3258,test,,I don't agree,Female,45-54 years old,African-American,Other,Contract/ Temporary,I prefer not to say,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,5,No answer,Don't know,Ukraine,Boris Johnson,United Kingdom,4,,,,,,,,,,,5.89,8.62,7.22,12,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,7,1,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_55CPN1BaTtgh4Y6,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,55+ years old,Asian - Indian,Other,Full-time,"$25,000 - $50,000",Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,3,Somewhat interested,Democrats,Ukraine,Theresa May,Greece,4,,,,,,,,,,,,,,,,,,,,,7.16,8.41,8.38,45,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,9,9
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_720aF2cyqeOE3v8,,,,,33.8231,-84.3258,test,,I agree,Female,35-44 years old,African-American,Bachelor’s degree,Unable to work,"$100,000 - $200,000",Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,9,Not interested,Republicans,Ukraine,Don't know,Colombia,4,,,,,,,,,,,,,,,,,,,,,6.14,8.67,7.7,6,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,9,7
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_ewTV0uVVT6LoH3w,,,,,33.8231,-84.3258,test,,I agree,Male,45-54 years old,Hispanic,Highschool,Part-time,"$25,000 - $50,000",Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,2,Not interested,Don't know,Don't know,Justin Trudeau,Greece,2,,,,,,,,,,,1.74,4.81,8.18,1,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,3,2,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_9mpYSEhCeBW9P4W,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,25-34 years old,Hispanic,Master’s degree or above,Unable to work,"$25,000 - $50,000",Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,4,Somewhat interested,Don't know,Turkey,Boris Johnson,Colombia,2,5.75,8.78,9.09,5,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,6,4,,,,,,,,,,,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_01cLpGXkde1fBeC,,,,,33.8231,-84.3258,test,,I agree,Male,18-24 years old,Asian - Eastern,Master’s degree or above,Unemployed,"$25,000 - $50,000",Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,2,No answer,Republicans,Don't know,Boris Johnson,Colombia,1,0.51,6.53,6.46,17,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,5,6,,,,,,,,,,,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_aVoWEUFLSagAXYy,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,25-34 years old,African-American,I prefer not to say,Part-time,"$100,000 - $200,000",Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,7,Not at all interested,Democrats,Bulgaria,Scott Morrison,Colombia,2,,,,,,,,,,,2.45,8.64,3.41,5,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,4,2,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_802J4dEiN2h7AIC,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,25-34 years old,Asian - Eastern,I prefer not to say,Full-time,I prefer not to say,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,4,Somewhat interested,Republicans,Ukraine,Scott Morrison,Don't know,4,,,,,,,,,,,,,,,,,,,,,5.05,6.05,7.97,26,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,2,7
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_4Yl78eINJSMjGxE,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,18-24 years old,Other,Other,Unemployed,"$50,000 - $100,000",Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,6,No answer,Democrats,Estonia,Theresa May,Greece,1,,,,,,,,,,,4.31,8.68,9.74,27,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,5,3,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_0dlnk2Zk3RBYc1U,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,18-24 years old,Hispanic,Highschool,Unable to work,"$25,000 - $50,000",Strongly agree,Strongly disagree,Strongly agree,Strongly agree,10,Not at all interested,Democrats,Don't know,Scott Morrison,Colombia,1,,,,,,,,,,,,,,,,,,,,,7.88,8.93,8.02,50,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,1,5
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_821AhuQ4vZ8BQRo,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,25-34 years old,Asian - Eastern,Master’s degree or above,Full-time,"$100,000 - $200,000",Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,8,Not interested,Democrats,Don't know,Justin Trudeau,Don't know,3,8.85,8.96,8.88,8,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,1,3,,,,,,,,,,,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_558s5f1eSeoLCIK,,,,,33.8231,-84.3258,test,,I agree,Female,45-54 years old,Hispanic,Bachelor’s degree,Unemployed,"$50,000 - $100,000",Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,6,Not at all interested,Democrats,Bulgaria,Boris Johnson,Colombia,1,,,,,,,,,,,,,,,,,,,,,6.52,7.97,8.86,2,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,1,5
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_8HaPXa61ONTsxy6,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,55+ years old,I prefer not to say,Other,Unemployed,"$25,000 - $50,000",Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,7,Somewhat interested,Democrats,Bulgaria,Justin Trudeau,Greece,1,4.27,7.66,4.68,48,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,1,6,,,,,,,,,,,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,1,TRUE,11/6/22 17:28,R_8Iy1jVw3IIgl5nU,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,18-24 years old,Native-American,Highschool,Contract/ Temporary,"$100,000 - $200,000",Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,8,Not at all interested,Democrats,Turkey,Scott Morrison,United Kingdom,3,,,,,,,,,,,1.35,7.41,4.15,40,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,0,4,,,,,,,,,,
11/6/22 17:28,11/6/22 17:28,Survey Test,,100,0,TRUE,11/6/22 17:28,R_9SqNGso4YNiwkZw,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,25-34 years old,White / Caucasian,Highschool,Unable to work,"Less than $25,000",Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,5,Not interested,Republicans,Turkey,Theresa May,Greece,2,1.74,3.23,9.97,37,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,1,1,,,,,,,,,,,,,,,,,,,,
